target,text
ham,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min"
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
ham,K. I will sent it again
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao..."
ham,Yes.he have good crickiting mind
ham,Its good to hear from you
ham,We can go 4 e normal pilates after our intro...  
ham,Wa... U so efficient... Gee... Thanx...
ham,\HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY
ham,Ok k..sry i knw 2 siva..tats y i askd..
ham,Uncle Abbey! Happy New Year. Abiola
spam,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!
ham,The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do
ham,"I wake up long ago already... Dunno, what other thing?"
spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p
ham,Er yep sure. Props?
ham,No screaming means shouting..
ham,"Cool, I'll text you when I'm on the way"
spam,WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM
ham,What you need. You have a person to give na.
spam,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
ham,"I've got ten bucks, jay is being noncomittal"
ham,Just finished eating. Got u a plate. NOT leftovers this time.
ham,Wat r u doing now?
ham,"Garbage bags, eggs, jam, bread, hannaford wheat chex"
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
ham,Erutupalam thandiyachu
ham,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*"
spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p
ham,Don no da:)whats you plan?
ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.
ham,"Just sent again. Do you scream and moan in bed, princess?"
ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come..."
ham,Lol ok. I'll snatch her purse too.
ham,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming
ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM
ham,Sounds like you have many talents! would you like to go on a dinner date next week?
ham,When you are big..| God will bring success.
ham,I am going to sao mu today. Will be done only at 12 
ham,"Sorry da thangam, very very sorry i am held up with prasad."
ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
ham,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone"
ham,"U so lousy, run already come back then half dead... Hee..."
spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
ham,Dude got a haircut. Now its breezy up there
spam,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub
ham,Where at were hungry too
ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
ham,She.s find. I sent you an offline message to know how anjola's now.
ham,"IåÕm cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x."
ham,I AM AT THE GAS STATION. GO THERE.
ham,Sent me ur email id soon
ham,You do your studies alone without anyones help. If you cant no need to study.
ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize.To claim yr prize call our customer service representative on
ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know."
ham,K still are you loving me.
ham,Ok i msg u b4 i leave my house.
ham,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards..."
ham,How many licks does it take to get to the center of a tootsie pop?
ham,Right it wasnt you who phoned it was someone with a number like yours!
ham,Talk to g and x about that
ham,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas"
ham,My uncles in Atlanta. Wish you guys a great semester.
spam,"URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM"
ham,Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.
ham,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,O was not into fps then.
ham,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if Ì_ leaving earlier or wat mah cos mayb Ì_ haf to walk v far...
ham,Love you aathi..love u lot..
ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
spam,FREE entry into our å£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
ham,Just got up. have to be out of the room very soon. Û_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
ham,Have you not finished work yet or something?
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705
ham,Then u going ikea str aft dat?
ham,Have a good evening! Ttyl
ham,Aiya we discuss later lar... Pick Ì_ up at 4 is it?
spam,You are a winner U have been specially selected 2 receive å£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) 
ham,"I'm a guy, browsin is compulsory"
ham,Wah... Okie okie... Muz make use of e unlimited... Haha... 
ham,Come to mahal bus stop.. &lt;DECIMAL&gt;
ham,Mode men or have you left.
ham,"I didnt get ur full msg..sometext is missing, send it again"
ham,U attend ur driving lesson how many times a wk n which day?
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
ham,Hasn't that been the pattern recently crap weekends?
spam,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04
ham,"What i mean was i left too early to check, cos i'm working a 9-6."
ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-)
spam,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription"
ham,Huh i cant thk of more oredi how many pages do we have?
ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
ham,"Goodmorning,my grandfather expired..so am on leave today."
ham,Ok...
ham,Can i get your opinion on something first?
ham,Sounds like something that someone testing me would sayy
ham,Are you there in room.
ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
ham,So when do you wanna gym?
spam,"For ur chance to win å£250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk."
ham,None of that's happening til you get here though
ham,The wine is flowing and i'm i have nevering..
ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
ham,"Yes but i dont care! I need you bad, princess!"
ham,I donno if they are scorable
ham,Its a part of checking IQ
ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN."
ham,&lt;#&gt;  w jetton ave if you forgot
spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412
ham,No da. . Vijay going to talk in jaya tv
ham,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?
ham,No. To be nosy I guess. Idk am I over reacting if I'm freaked?
ham,Hui xin is in da lib.
ham,"Haha awesome, I might need to take you up on that, what you doin tonight?"
ham,How much would it cost to hire a hitman
ham,Not to worry. I'm sure you'll get it.
ham,I dont have i shall buy one dear
ham,Y bishan lei... I tot Ì_ say lavender? 
ham,Great! So what attracts you to the brothas?
ham,"Sorry, I'll call later"
ham,... Are you in the pub?
spam,"URGENT! Your Mobile No. was awarded å£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM"
ham,"If i let you do this, i want you in the house by 8am."
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
ham,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less."
ham,I reach home safe n sound liao...
ham,Lol no. U can trust me.
ham,have * good weekend.
ham,Are you willing to go for aptitude class.
ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.
ham,Whens your radio show?
ham,How much it will cost approx . Per month.
ham,I thought slide is enough.
ham,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
ham,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...
ham,I'm reaching home in 5 min.
ham,I called and said all to him:)then he have to choose this future.
ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
ham,"Not sure yet, still trying to get a hold of him"
ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
ham,Roger that. WeÛ÷re probably going to rem in about 20
ham,Jus finished avatar nigro
ham,Not sure I have the stomach for it ...
spam,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+å£1.50perWKsub
ham,Do have a nice day today. I love you so dearly.
ham,Would really appreciate if you call me. Just need someone to talk to.
ham,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*
ham,Its just the effect of irritation. Just ignore it
spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call"
ham,Its hard to believe things like this. All can say lie but think twice before saying anything to me.
ham,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?"
ham,"Goodmorning, Today i am late for  &lt;#&gt; min."
spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?"
ham,I cant pick the phone right now. Pls send a message
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?
ham,"Er, hello, things didnÛ÷t quite go to plan ÛÒ is limping slowly home followed by aa and with exhaust hanging off"
ham,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck
ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; 
ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?
ham,Yar else i'll thk of all sorts of funny things.
ham,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING"
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down"
ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!"
ham,When u wana see it then
ham,Go chase after her and run her over while she's crossing the street
ham,Po de :-):):-):-):-). No need job aha.
ham,"Thanks da thangam, i feel very very happy dear. I also miss you da."
ham,R we going with the  &lt;#&gt;  bus?
ham,"No, I was trying it all weekend ;V"
ham,It shall be fine. I have avalarr now. Will hollalater
ham,Dude im no longer a pisces. Im an aquarius now.
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
ham,Shall call now dear having food
ham,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy
ham,* Am on my way
ham,Cold. Dont be sad dear
ham,I want to lick your pussy now...
ham,Shant disturb u anymore... Jia you...
ham,For my family happiness..
ham,Where r we meeting?
ham,Dear got bus directly to calicut
ham,I have many dependents
ham,Gibbs unsold.mike hussey
ham,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. .."""
ham,"\Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx\"""""
ham,Great comedy..cant stop laughing da:)
ham,K:)k..its good:)when are you going?
ham,Thank you princess! I want to see your nice juicy booty...
ham,Hey i've booked the 2 lessons on sun liao...
ham,"I'm back &amp; we're packing the car now, I'll let you know if there's room"
ham,I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave... 
ham,Jordan got voted out last nite!
ham,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
ham,U can call me now...
ham,Sorry da. I gone mad so many pending works what to do.
ham,O i played smash bros  &lt;#&gt;  religiously.
ham,Nite...
ham,"Haha I heard that, text me when you're around"
ham,"Awesome, text me when you're restocked"
ham,Oh k.k..where did you take test?
spam,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...
ham,"Sorry, I'll call later"
spam,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.
ham,I attended but nothing is there.
ham,"Sorry,  in meeting I'll call you later"
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688
ham,Hey tmr meet at bugis 930 ?
ham,"If we hit it off, you can move in with me :)"
ham,Oh god..taken the teeth?is it paining
ham,Okie...
ham,"That's what I love to hear :V see you sundayish, then"
ham,Have a nice day my dear.
ham,"Jus chillaxin, what up"
ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor..."
ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.
ham,* You gonna ring this weekend or wot?
ham,When are you guys leaving?
ham,Yupz... I've oredi booked slots 4 my weekends liao... 
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705
ham,Nope. I just forgot. Will show next week
ham,Sorry about that this is my mates phone and i didnt write it love Kate
ham,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?"
spam,Congratulations YOU'VE Won. You're a Winner in our August å£1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.
ham,Just sleeping..and surfing
ham,Okie
spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)"
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386 
ham,I had askd u a question some hours before. Its answer
ham,When did you get to the library
ham,Think + da. You wil do.
ham,Excellent! Are you ready to moan and scream in ecstasy?
ham,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace."
ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath
ham,Already one guy loving you:-.
ham,I know she called me
ham,Pls dont forget to study
ham,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..
ham,MMM ... Fuck .... Merry Christmas to me
ham,Networking technical support associate.
ham,Yes baby! We can study all the positions of the kama sutra ;)
ham,"Nah can't help you there, I've never had an iphone"
ham,I wont get concentration dear you know you are my mind and everything :-)
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs
ham,Ok
ham,Prakesh is there know.
ham,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
ham,Mm that time you dont like fun
ham,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but"
ham,Then she buying today? ÌÏ no need to c meh...
ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
ham,Hope you are having a good week. Just checking in
spam,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893
ham,At home also.
ham,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
ham,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .
spam,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
ham,"I think we're going to finn's now, come"
ham,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.
ham,"Just making dinner, you ?"
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout
spam,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xå£150pw to eå£nd txt stop"
ham,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... 
ham,IÛ÷m going to try for 2 months ha ha only joking
ham,Designation is software developer and may be she get chennai:)
ham,Where are you?when wil you reach here?
ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
ham,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u
spam,SMS. ac sun0819 posts HELLO:\You seem cool
ham,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore
ham,Send me your resume:-)
ham,\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS åÐ FUCKINNICE!SELFISH
ham,"Goodnight, sleep well da please take care pa. Please."
ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
ham,Ugh just got outta class
spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!
ham,Great! I shoot big loads so get ready!
ham,Meet after lunch la...
ham,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?"
ham,"Hmph. Go head, big baller."
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply"
ham,No let me do the math. Your not good at it.
ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe"
ham,"Ha. You donÛ÷t know either. I did a a clever but simple thing with pears the other day, perfect for christmas."
ham,I think u have the wrong number.
ham,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN
ham,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx
ham,Lol or I could just starve and lose a pound by the end of the day.
ham,Yes. Nigh you cant aha.
ham,Yo we are watching a movie on netflix
ham,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs"
ham,"When you get free, call me"
ham,"Aight, you close by or still down around alex's place?"
ham,To day class is there are no class.
ham,"Yup. Anything lor, if u dun wan it's ok..."
ham,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad"
ham,"Hiya, had a good day? Have you spoken to since the weekend?"
spam,WIN URGENT! Your mobile number has been awarded with a å£2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm 
ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later"
ham,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...
ham,At the funeral home with Audrey and dad
ham,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...
ham,I'm not. She lip synced with shangela.
ham,TaKe CaRE n gET WeLL sOOn
ham,"Well, i'm gonna finish my bath now. Have a good...fine night."
ham,Haha i think i did too
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-("
ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx
ham,No shoot me. I'm in the docs waiting room. :/
ham,Do well :)all will for little time. Thing of good times ahead:
spam,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only
ham,Hi Harish's rent has been transfred to ur Acnt.
ham,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
ham,My phone
ham,Surly ill give it to you:-) while coming to review.
ham,Do you still have the grinder?
ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...
ham,Update your face book status frequently :)
ham,"Yes, my reg is  Ciao!"
ham,Yep get with the program. You're slacking.
ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?"
spam,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Callså£1/minMobsmoreLKPOBOX177HP51FL
spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx"
ham,My uncles in Atlanta. Wish you guys a great semester.
ham,Whos this am in class:-)
ham,Where did u go? My phone is gonna die you have to stay in here
ham,Dude just saw a parked car with its sunroof popped up. Sux
ham,Delhi and chennai still silent.
ham,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit"""
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
ham,Wish i were with you now!
ham,"Arms fine, how's Cardiff and uni? "
ham,Some of them told accenture is not confirm. Is it true.
ham,Ok but tell me half an hr b4 u come i need 2 prepare.
ham,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch
ham,Can you say what happen
spam,WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.
ham,His bday real is in april .
ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.
ham,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour"
spam,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm"
ham,Is there coming friday is leave for pongal?do you get any news from your work place.
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
ham,I always chat with you. In fact i need money can you raise me?
ham,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home"
ham,I notice you like looking in the shit mirror youre turning into a right freak
ham,You got job in wipro:)you will get every thing in life in 2 or 3 years.
ham,Hey. You got any mail?
ham,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
ham,How are you. Just checking up on you
ham,Am not interested to do like that.
ham,I'm okay. Chasing the dream. What's good. What are you doing next.
ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk"
ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
ham,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx."
ham,"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat..."
ham,"Yep, at derek's house now, see you Sunday &lt;3"
ham,Was doing my test earlier. I appreciate you. Will call you tomorrow.
ham,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex"
ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
ham,I anything lor...
ham,S....s...india going to draw the series after many years in south african soil..
ham,"Sorry, I'll call later"
ham,Are u awake? Is there snow there?
ham,Cool. Do you like swimming? I have a pool and jacuzzi at my house.
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
ham,So u wan 2 come for our dinner tonight a not?
ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx
spam,URGENT! Your Mobile number has been awarded with a å£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only
ham,Did you show him and wot did he say or could u not c him 4 dust?
ham,Lol. Well quality aint bad at all so i aint complaining
ham,Yun buying... But school got offer 2000 plus only...
ham,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
